price,title_length,word_count,category,views,add_to_cart,purchases,stock_quantity,competitor_price,month,optimal_price,conversion_rate,stock_percentage,price_ratio
15.95,60,11,toys,7004,600,138,199,19.195828862462374,10,16.301560251618984,0.019703026841804683,0.995,0.8309096790912934
51.92,32,5,toys,4176,339,22,114,42.20178136924806,8,49.54427690581264,0.005268199233716475,0.57,1.2302798203166252
18.05,90,11,toys,9630,818,79,102,13.101009873873371,8,16.344751597031607,0.008203530633437175,0.51,1.3777563847193284
19.49,30,5,toys,8371,145,41,112,23.963838931158566,11,20.229124406318707,0.004897861665272966,0.56,0.8133087547445691
18.18,31,6,toys,1613,78,17,130,21.14751654795833,8,16.870548557623163,0.010539367637941723,0.65,0.8596754119459561
24.99,107,19,toys,6403,524,108,45,22.95273374311289,2,24.46712148982725,0.016867093549898484,0.225,1.088759198781644
199.99,104,14,toys,5144,306,19,63,237.81370475569292,11,203.7718466025844,0.0036936236391912907,0.315,0.8409523757491211
17.53,50,8,toys,6580,457,50,19,13.282316031215375,11,17.359440943340914,0.007598784194528876,0.095,1.3197999474490707
31.5,45,9,Other,3701,120,17,15,29.260294748616733,12,33.61711267589001,0.0045933531477978925,0.075,1.0765441794289905
17.95,38,6,Other,1338,80,13,170,13.984983264919002,5,15.182846515494896,0.009715994020926755,0.85,1.2835195909763544
40.27,58,10,toys,3888,284,41,152,29.904116563931304,8,40.02419057276586,0.010545267489711935,0.76,1.3466373405115555
32.2,23,4,toys,4922,256,57,195,27.719608120824233,4,29.436525308471417,0.011580658268996343,0.975,1.161632583680355
24.76,32,5,toys,7260,232,36,168,25.520005118969387,10,24.671757950956536,0.0049586776859504135,0.84,0.9702192411237229
9.99,41,7,toys,2997,291,10,97,9.922311424768319,9,9.505692451660428,0.00333667000333667,0.485,1.0068218555469561
10.9,25,5,clothing,6635,594,72,53,11.077542566104452,11,10.841680719382314,0.010851544837980407,0.265,0.9839727480129299
33.0,88,13,Other,1824,13,2,40,29.009050790521844,3,29.152162667128533,0.0010964912280701754,0.2,1.1375760013072238
10.99,81,18,toys,3886,107,14,198,9.903072255064306,6,10.315546282395184,0.003602676273803397,0.99,1.1097566206668696
18.0,41,7,toys,9467,834,229,12,21.57675324291935,1,18.01792147434327,0.024189289109538395,0.06,0.8342311652429404
5.3,39,8,Other,7388,193,22,133,4.563646245094521,2,5.194077646734328,0.002977801840822956,0.665,1.161352067044414
7.99,55,8,toys,1518,147,19,80,8.009508159384486,8,8.504075620555842,0.012516469038208168,0.4,0.9975643748659362
53.0,76,10,Other,4909,294,43,23,62.65406391131401,2,55.89929890870945,0.008759421470767977,0.115,0.8459148009141241
6.61,18,2,toys,7711,631,60,161,6.598101000564562,6,6.634408271698298,0.007781091946569835,0.805,1.0018033975888547
29.39,51,8,toys,8434,378,45,95,33.69340991338857,8,30.503519821106682,0.005335546597106948,0.475,0.8722774001072967
29.99,46,7,toys,5021,229,37,98,27.267679569902416,7,29.258716263677425,0.0073690499900418245,0.49,1.0998368938258476
30.4,72,10,toys,4791,80,8,65,30.04964429254059,4,32.024786242093214,0.0016697975370486328,0.325,1.0116592297748555
16.29,76,10,clothing,5367,403,17,181,15.083851521949013,7,16.816132977682912,0.0031675051239053475,0.905,1.079962897824596
19.77,75,11,toys,588,36,6,132,25.24942212245681,11,20.586944700308898,0.01020408163265306,0.66,0.782988216685426
10.82,51,8,toys,4042,220,11,95,12.594952157540716,5,11.367057426095817,0.0027214250371103412,0.475,0.8590743231622333
9.7,69,10,Other,4731,109,1,88,7.267922042929603,6,8.392678480001376,0.0002113718030014796,0.44,1.334631816729016
24.99,52,6,toys,1840,174,35,132,29.74439048010531,9,28.34214487678109,0.019021739130434784,0.66,0.8401584163143195
25.0,48,9,toys,2575,241,12,51,25.029157954734522,5,24.55204372922619,0.004660194174757282,0.255,0.9988350405240458
3.99,38,7,toys,8741,452,103,141,4.48117566500694,7,4.212338561316898,0.011783548793044274,0.705,0.8903913388527743
5.39,63,9,toys,9796,434,27,173,6.5454339926353775,1,6.281024587706086,0.0027562270314414046,0.865,0.8234748079446803
9.45,55,9,toys,3629,72,20,165,10.461209797958409,4,9.94036147325447,0.005511160099200882,0.825,0.9033372031066851
11.99,47,8,toys,6140,297,47,197,9.388722909653218,4,10.931367506116372,0.00765472312703583,0.985,1.2770639963899908
7.89,36,5,toys,2879,134,25,125,9.269282216870723,11,8.47881649548621,0.00868357068426537,0.625,0.851198595036805
14.69,49,7,health,6551,454,94,185,12.62827985026819,10,14.152430805470805,0.014348954358113265,0.925,1.1632621524211808
27.99,96,17,toys,9524,315,17,142,28.15529794038286,6,28.230084603120087,0.0017849643007139858,0.71,0.9941290644221606
50.94,167,31,home,1738,112,8,83,64.55335599051496,9,55.44971874679884,0.004602991944764097,0.415,0.7891146667492358
18.07,45,5,toys,1266,40,8,52,13.787770640982803,6,16.68802692745512,0.00631911532385466,0.26,1.3105817082776738
6.76,33,5,toys,365,10,1,12,5.486390894145335,2,6.629360057347105,0.0027397260273972603,0.06,1.2321396944599345
49.99,55,10,toys,9647,815,125,68,37.559158106317604,2,49.060604176278886,0.012957396081683425,0.34,1.330967000338367
16.84,31,5,toys,2339,232,7,33,21.660191428929757,2,17.2849805308141,0.002992731936725096,0.165,0.7774631196245192
19.99,72,9,Other,5376,111,14,47,13.995927026655353,12,18.343696047670985,0.0026041666666666665,0.235,1.4282726654639515
15.73,36,5,toys,6379,75,13,90,18.171091733480548,6,17.268710125805107,0.002037936980717981,0.45,0.865660700563038
10.92,36,5,toys,8962,113,16,35,9.790361055539453,1,10.198517894324354,0.0017853157777281857,0.175,1.11538276658565
10.71,86,12,toys,7171,309,2,116,10.95683939884788,3,10.370073984247233,0.0002789011295495747,0.58,0.9774716604065736
14.0,53,8,toys,2477,127,37,172,13.920905354440512,3,14.588626978020054,0.014937424303593056,0.86,1.00568171706837
33.35,81,12,toys,3746,165,44,10,36.90974223510397,8,37.50801317149797,0.011745862253069941,0.05,0.9035554837411359
14.24,48,8,toys,1429,135,4,108,17.17526272166489,3,14.781737966439849,0.0027991602519244225,0.54,0.8290993989883866
33.05,146,25,toys,8434,44,7,15,42.437476592674145,2,34.76607677884201,0.0008299739151055252,0.075,0.778792771239026
43.36,81,13,toys,7550,215,4,89,30.847822729049067,11,39.5801679690708,0.0005298013245033113,0.445,1.4056097372203953
34.75,104,16,toys,7813,126,24,152,41.01059645654516,10,37.084373748274736,0.0030718034045821067,0.76,0.8473419799397727
4.95,70,12,toys,5141,385,47,102,4.867698918034239,10,5.296835724868127,0.00914219023536277,0.51,1.0169075950159625
933.49,88,12,toys,8443,448,26,195,951.7283080684114,6,970.5080731854736,0.003079474120573256,0.975,0.9808366443303267
4.36,68,10,toys,8637,302,2,110,3.139823357525859,2,4.068820115982918,0.0002315618849137432,0.55,1.3886131490644191
12.7,46,7,toys,2015,119,11,182,12.32144301748671,5,13.709507997036535,0.005459057071960298,0.91,1.0307234292262715
6.67,53,8,toys,4103,10,2,196,8.461799990563994,9,6.877051862774719,0.0004874482086278333,0.98,0.7882483641114084
10.99,47,8,toys,7373,14,2,180,12.379894174051342,4,12.24539685545151,0.0002712600027126,0.9,0.8877297209079053
64.66,49,8,toys,7565,316,21,137,46.406916134425394,10,62.30099654169801,0.002775941837409121,0.685,1.3933268009600441
20.66,86,12,toys,4523,354,33,23,18.010237470388976,8,20.2644844325647,0.007296042449701525,0.115,1.1471253521208455
26.68,44,6,clothing,7385,222,18,189,28.367042776378327,12,28.363091165344045,0.0024373730534867975,0.945,0.9405280702088851
19.95,47,6,clothing,2755,158,21,135,24.8120461628047,6,21.405786914029147,0.007622504537205082,0.675,0.8040449332190381
141.37,53,8,toys,3417,188,5,142,155.45065428273213,4,149.42629673139825,0.0014632718759145448,0.71,0.9094204244575107
34.99,90,15,toys,2247,141,41,145,44.130500598072075,10,39.39394897902167,0.01824655095683133,0.725,0.7928756648078586
35.0,111,16,office,8443,467,47,17,34.65084653914461,3,31.14310986504629,0.005566741679497809,0.085,1.0100763327805269
14.99,75,12,toys,8586,855,40,82,11.528679647615487,10,13.15781871367509,0.004658746797111577,0.41,1.3002356261239707
28.0,50,8,toys,2569,171,24,171,34.86639515495594,2,30.028988002520617,0.009342156481121059,0.855,0.8030655270084627
18.89,23,3,toys,2958,89,3,146,15.828482611830278,3,16.31479464985946,0.0010141987829614604,0.73,1.193418248814421
14.13,55,10,toys,8313,551,39,186,12.555007642356614,4,13.516447666084558,0.004691447130999639,0.93,1.1254473436025527
24.99,147,22,toys,6063,222,47,191,29.301252083600765,11,27.44349183462526,0.007751937984496124,0.955,0.8528645782337173
29.99,62,10,toys,2696,191,49,46,25.556033702123248,3,29.144279547130175,0.01817507418397626,0.23,1.173499782851999
43.4,54,9,toys,524,21,3,60,50.15447675132587,1,44.33755190910763,0.0057251908396946565,0.3,0.8653265433349913
57.45,96,14,toys,493,25,3,49,59.947172094067895,9,56.12973997044063,0.006085192697768763,0.245,0.9583437882582788
8.0,65,10,toys,2276,199,24,190,8.228823849110254,12,8.094393798677899,0.01054481546572935,0.95,0.9721923991440167
16.35,55,6,toys,3057,251,39,184,12.294320264560648,5,15.047112579128298,0.012757605495583905,0.92,1.3298823886286883
20.28,57,9,toys,1252,109,20,84,23.683803816878843,8,21.70689379650627,0.01597444089456869,0.42,0.8562813708812671
32.99,66,10,Other,5854,520,69,47,31.837370350604417,8,31.69471470979247,0.011786812435941237,0.235,1.0362036699860075
5.49,66,8,toys,3542,16,1,19,6.912824652770637,9,5.73560098528933,0.000282326369282891,0.095,0.7941760822473092
44.99,49,9,toys,7978,646,53,120,45.15024533100209,1,48.102379825363464,0.006643268989721735,0.6,0.9964508425186329
24.99,28,5,toys,7061,255,27,192,25.029625371545897,6,24.962761599393286,0.003823820988528537,0.96,0.9984168611811927
34.88,8,1,toys,7456,370,90,131,41.94009385235742,12,36.660312672572275,0.012070815450643776,0.655,0.8316624212332187
8.19,43,6,Other,8540,779,199,127,7.480736215106513,3,6.923264045445247,0.023302107728337237,0.635,1.0948120297920954
9.97,49,8,Other,6310,365,61,169,9.174572006232502,1,9.432638208324512,0.009667194928684628,0.845,1.0866991935130212
8.13,54,9,automotive,7837,401,50,144,7.930167277652164,5,8.506427143344144,0.006379992344009188,0.72,1.0251990551209407
6.99,81,12,health,2790,220,29,11,9.04690035255848,2,7.213719678670477,0.01039426523297491,0.055,0.7726403218338993
8.92,39,8,toys,7497,580,48,175,6.506606496389425,10,8.589909023308095,0.006402561024409764,0.875,1.370914316848543
17.29,38,7,Other,3522,275,73,127,16.20499785945995,10,18.345278294497714,0.02072685973878478,0.635,1.0669547845639893
12.29,31,6,toys,2732,190,50,151,9.876294305376234,3,11.70350944760126,0.018301610541727673,0.755,1.2443938606922484
8.56,71,14,Other,1973,188,6,176,6.614896575778482,3,8.750791231894748,0.0030410542321338066,0.88,1.294048954800568
16.14,58,9,Other,459,40,8,38,18.535865039258898,12,16.40367472556066,0.017429193899782137,0.19,0.8707443632015844
9.99,65,11,toys,562,52,6,102,11.985281618140485,10,10.006283867624003,0.010676156583629894,0.51,0.8335223416761022
29.99,55,10,toys,7231,398,55,56,27.606755571289156,2,31.323045288633537,0.007606140229567141,0.28,1.0863283054959707
10.94,33,6,toys,3628,244,70,86,11.759406355535644,6,11.71774245601368,0.019294377067254686,0.43,0.9303190713237054
7.59,71,11,toys,9006,303,53,124,9.824563727778365,4,8.115358346877043,0.00588496557850322,0.62,0.7725533886598679
7.49,103,17,Other,8706,76,19,47,7.648861836325171,5,7.099899069662052,0.002182402940500804,0.235,0.9792306568317497
8.29,88,13,other,4436,339,81,150,10.655239001631132,4,9.070376951285564,0.01825969341749324,0.75,0.778021027846578
72.95,42,4,sports,405,29,7,132,62.21053979324254,4,65.12093684990255,0.01728395061728395,0.66,1.1726308796298857
16.95,45,5,toys,2156,16,3,76,18.42641933075829,12,15.212141318728603,0.0013914656771799629,0.38,0.9198748653085422
5.55,97,16,other,6191,167,38,91,7.10748289036126,11,5.889532127338222,0.006137942174123728,0.455,0.7808671629060937
9.99,42,7,toys,7507,442,21,160,9.882875552617152,6,9.709982760949593,0.0027973891035033968,0.8,1.0108394006190313
14.99,68,11,toys,3855,52,5,168,12.553928423059046,4,14.666668181472337,0.0012970168612191958,0.84,1.1940485475818374
9.86,196,34,sports,5124,192,44,182,10.571294446484636,9,10.193353042104551,0.00858704137392662,0.91,0.9327145365134382
14.95,50,8,toys,7675,68,4,101,19.13760466519185,8,16.17487234469172,0.000521172638436482,0.505,0.7811844931247631
12.99,82,17,toys,1738,89,6,126,12.942439844870432,9,14.0299233264695,0.0034522439585730723,0.63,1.0036747441517697
19.34,52,8,Other,7300,199,24,66,22.8344295837422,2,20.227989769151552,0.0032876712328767125,0.33,0.8469666355830414
11.99,28,4,toys,4040,60,12,65,12.337421669566464,8,11.983193984145576,0.0029702970297029703,0.325,0.9718400101032884
39.99,101,16,toys,8259,125,35,69,35.493620271548544,4,38.74881121967167,0.004237801186584332,0.345,1.126681349889116
12.97,30,6,toys,3186,36,1,30,13.898037732509877,6,12.536997319602852,0.00031387319522912746,0.15,0.9332252688925259
180.19,88,15,toys,6547,234,9,83,163.70886689191613,3,185.61572306422767,0.0013746754238582557,0.415,1.1006734297352692
13.97,107,16,toys,8985,19,3,68,18.0476489400876,5,14.97672051540431,0.000333889816360601,0.34,0.774062042450843
7.99,80,12,sports,1991,154,22,199,7.706958612565895,11,7.715547420529705,0.011049723756906077,0.995,1.0367254323868584
9.99,32,5,clothing,9114,118,13,43,12.816586920471032,6,9.93424500472451,0.0014263770024138687,0.215,0.7794586859972585
18.99,47,7,toys,9237,113,19,10,20.6645108390229,12,19.431950560782752,0.0020569448955288514,0.05,0.9189668290690554
4.49,44,6,toys,6608,488,64,140,3.712730553186838,7,3.795556448164775,0.009685230024213076,0.7,1.2093525063772779
38.0,54,8,toys,7520,142,28,155,27.877229334984325,11,33.79697799744042,0.003723404255319149,0.775,1.363119682497004
10.5,123,19,home,4684,460,12,184,10.21224458504753,6,10.966598584273425,0.0025619128949615714,0.92,1.0281774895377842
10.93,35,5,toys,8785,684,151,68,8.98306086761366,12,9.595745719842933,0.017188389299943086,0.34,1.2167344918484944
11.99,100,16,toys,6674,448,87,53,11.263960974424505,12,11.159815242558192,0.013035660773149535,0.265,1.064456812947418
19.99,30,5,toys,9316,638,142,52,20.675866069580678,3,19.032315774531934,0.015242593387720051,0.26,0.966827698183354
26.99,36,8,toys,8828,800,148,15,32.70313856720866,8,27.455430089623846,0.01676483914816493,0.075,0.8253030498749374
6.57,24,4,toys,8499,32,8,89,5.001637973871905,7,6.150708915119963,0.0009412872102600306,0.445,1.3135696814365763
8.99,136,24,toys,2692,203,23,191,7.000006213839035,11,8.000843590322413,0.008543833580980683,0.955,1.2842845742374829
13.99,83,14,clothing,4408,165,35,178,16.761132485096145,7,13.290921369964776,0.00794010889292196,0.89,0.8346691378067556
7.49,150,25,Other,6821,269,38,34,8.297449929155283,1,8.330501193673069,0.005571030640668524,0.17,0.9026869778004813
9.99,62,8,toys,450,37,6,198,8.240605637109676,10,9.29773193561808,0.013333333333333334,0.99,1.2122895379208936
10.39,55,7,toys,8107,328,95,114,9.857955482652992,5,10.15136994679391,0.011718268163315653,0.57,1.0539710813548757
19.0,53,11,toys,2254,170,50,106,22.911161523734286,9,20.73448953147828,0.022182786157941437,0.53,0.8292901248292187
64.95,65,11,Other,6207,602,41,24,49.33875139740669,7,60.38996876667877,0.006605445464797809,0.12,1.3164094785628049
2.0,30,5,toys,956,65,8,108,1.7878685771041982,3,2.1727811385753526,0.008368200836820083,0.54,1.1186504565337738
61.81,56,7,sports,2440,235,47,166,59.539539149417564,6,63.14276760398172,0.019262295081967213,0.83,1.0381336651747437
5.5,61,9,toys,3242,112,27,36,4.37773169060217,4,5.514487404902095,0.008328192473781616,0.18,1.2563584040125262
17.99,15,2,toys,8833,111,21,80,15.496702743735886,1,16.712371553412936,0.002377448205592664,0.4,1.1608921134705226
15.98,89,11,health,7424,91,1,176,18.593015921150272,7,15.566039820710742,0.00013469827586206896,0.88,0.8594625028972376
8.49,24,4,toys,2775,167,23,92,10.87755445661419,1,8.354713767062973,0.008288288288288289,0.46,0.7805063200430666
19.95,42,6,Other,2268,156,9,130,24.792915557791233,11,23.06257627908149,0.003968253968253968,0.65,0.8046653469817778
9.16,70,12,baby,5348,120,4,101,8.141719777844578,6,8.462690976675594,0.0007479431563201197,0.505,1.1250694263546612
14.78,45,6,toys,2336,120,8,23,17.394674116273066,7,16.197365127191883,0.003424657534246575,0.115,0.8496853635316464
26.5,30,4,toys,1853,99,2,65,22.753151787730708,4,26.494894465538625,0.0010793308148947653,0.325,1.1646738107856214
8.98,73,9,clothing,4511,390,94,65,8.570591064488363,9,8.862079584375579,0.020837951673686544,0.325,1.047769043281973
34.33,68,10,toys,2133,108,18,157,35.24262804428432,9,35.761773066399115,0.008438818565400843,0.785,0.9741044270836571
7.29,69,13,toys,2396,168,25,76,9.333052693381774,4,7.294507438650669,0.010434056761268781,0.38,0.7810949149756181
9.99,55,10,toys,8365,686,20,77,9.030618027033821,7,9.94437934843208,0.002390914524805738,0.385,1.1062365798325429
5.61,111,13,Other,2345,51,6,92,4.925562500337382,7,5.55438170236197,0.00255863539445629,0.46,1.1389562105070714
42.99,37,8,baby,1089,76,10,80,32.603903734389675,3,41.775498540775594,0.009182736455463728,0.4,1.3185537643044678
8.99,66,11,toys,3112,233,34,63,7.796307857376535,10,8.427252691549304,0.010925449871465296,0.315,1.153109929015187
25.42,55,7,toys,5557,205,30,74,27.785075009527652,2,26.576157156524957,0.005398596364945114,0.37,0.9148796607993085
29.97,43,7,toys,1894,184,48,79,21.01225703078126,6,30.15720964600228,0.025343189017951427,0.395,1.4263103652356988
27.86,59,9,toys,2092,85,11,183,32.8856539031227,10,27.17373862457705,0.005258126195028681,0.915,0.847177923907863
139.57,177,32,toys,9733,89,23,50,109.4534868372901,8,133.06777201061817,0.002363094626528306,0.25,1.2751535289824079
23.41,52,7,toys,6538,620,151,129,18.577296848200778,11,21.82226765268029,0.023095747935148365,0.645,1.2601402772043917
14.8,109,22,toys,927,85,11,165,16.186017580373786,3,14.123991702241069,0.011866235167206042,0.825,0.9143694504536811
40.47,105,17,baby,1053,47,4,29,50.18160853283,3,44.12951897139833,0.003798670465337132,0.145,0.8064707605680588
9.19,55,11,toys,5342,168,13,188,7.359099151084958,4,8.400514917044404,0.002433545488581056,0.94,1.2487941541927874
12.99,51,8,toys,697,38,8,88,14.656141666157001,6,13.737834223428871,0.011477761836441894,0.44,0.8863178519893578
24.99,74,12,toys,8800,297,54,92,27.48437966393419,1,27.444954275206,0.006136363636363636,0.46,0.9092437342798247
7.99,86,13,sports,3524,162,23,36,6.277684684439247,1,7.005046413029156,0.0065266742338251985,0.18,1.2727622366579097
14.37,29,4,clothing,7533,339,29,37,15.267232932418619,6,14.82886036411459,0.003849727864064782,0.185,0.941231463724286
6.99,54,8,clothing,8616,645,52,18,6.737663157221196,2,7.261872732062477,0.0060352831940575676,0.09,1.037451685679531
45.44,162,27,home,6860,592,119,156,42.061656705344035,8,45.62771631931118,0.017346938775510204,0.78,1.0803188357111653
110.0,47,7,sports,3156,97,20,81,120.80666934418716,2,119.63021732372522,0.0063371356147021544,0.405,0.9105457554384009
49.99,54,8,toys,7371,165,22,185,64.82132283536353,12,51.01331550218227,0.002984669651336318,0.925,0.7711968502550793
13.97,47,8,toys,5183,253,50,81,10.617624330639556,2,12.31834765348994,0.009646922631680493,0.405,1.3157368884945766
33.12,35,6,Other,7267,375,78,40,40.59812375782327,12,33.388695374978944,0.01073345259391771,0.2,0.8158012473080796
24.35,43,6,clothing,7541,682,56,156,23.40358869268553,8,23.94031448481144,0.007426070812889537,0.78,1.0404387258613146
6.88,69,9,home,9760,868,87,52,6.653239566431733,5,7.209975201178378,0.008913934426229508,0.26,1.0340827098294136
28.33,54,9,toys,8790,235,20,117,34.187345970744985,1,29.212719998438846,0.0022753128555176336,0.585,0.8286691814053869
106.72,59,9,toys,3340,69,16,68,89.0139044132206,2,103.34726222507217,0.004790419161676647,0.34,1.1989138180545829
9.0,12,2,toys,3125,231,29,185,9.528280465633525,11,8.793703461799266,0.00928,0.925,0.9445565789610287
34.98,58,9,toys,8131,768,7,121,33.137512784232634,6,34.49747499627571,0.0008609027179928669,0.605,1.0556012525069187
25.77,56,8,toys,6057,21,3,135,25.599799193613745,9,24.963834649568177,0.0004952947003467063,0.675,1.0066485211504594
54.99,90,13,toys,1512,93,10,175,52.270269420460735,2,55.24052909282679,0.006613756613756613,0.875,1.0520320750149923
2.99,67,10,toys,7660,97,6,99,2.320090871263183,1,2.6753787442131127,0.000783289817232376,0.495,1.2887426251421275
4.28,32,6,toys,2994,203,42,49,5.203386497653416,12,4.7821699264180735,0.014028056112224449,0.245,0.8225412434633026
10.49,67,10,Other,5618,23,2,158,9.971216207007414,3,10.837868457638205,0.000355998576005696,0.79,1.0520281360089256
16.02,38,7,toys,6932,297,56,10,13.674105542260193,9,13.93355496948776,0.008078476630121177,0.05,1.1715574339023314
17.06,40,7,Other,4877,204,26,104,20.56999548855887,6,19.370566243840145,0.005331146196432233,0.52,0.8293633321158895
11.41,37,8,Other,4839,167,15,92,8.662738691232526,9,10.402300274808473,0.0030998140111593306,0.46,1.3171354241064608
21.99,50,9,home,4557,306,59,119,16.546857070261634,9,20.768825708154996,0.01294711432960281,0.595,1.328953281376975
358.39,85,15,home,6127,430,76,172,367.0119235992695,3,366.85560335599774,0.012404112942712583,0.86,0.9765077834128257
19.95,47,8,toys,5026,233,11,34,23.191740950013685,8,20.017742204726368,0.0021886191802626344,0.17,0.8602200258703833
18.17,164,30,toys,3225,218,58,65,14.878180946983056,3,17.507169308184647,0.017984496124031007,0.325,1.2212514463123565
4.99,55,8,toys,7686,145,1,171,4.169799654853242,4,4.614635225761768,0.00013010668748373666,0.855,1.196700180593119
37.99,69,10,toys,805,78,17,188,38.792150246331325,1,38.892859585540116,0.02111801242236025,0.94,0.9793218411137912
37.89,30,4,toys,602,50,2,170,40.29057426212659,5,36.070784693917375,0.0033222591362126247,0.85,0.940418464961341
19.82,59,10,toys,633,21,1,55,17.96449527289321,12,19.40158768442094,0.001579778830963665,0.275,1.1032873286402083
17.0,48,10,toys,8721,431,38,128,18.904262470822907,2,17.336475388629363,0.004357298474945534,0.64,0.8992680897357423
62.16,39,7,home,592,31,6,92,70.86000893564464,4,57.06057864317894,0.010135135135135136,0.46,0.8772225820131347
17.99,78,11,toys,1545,99,12,66,17.84279826197868,6,20.3319448878722,0.007766990291262136,0.33,1.008249924471488
95.62,85,15,home,8177,334,51,125,88.25453746782752,11,98.7458688733939,0.006237006237006237,0.625,1.0834570407766004
33.0,56,8,Other,8143,436,45,135,32.012190864704046,12,33.74006805759455,0.005526218838265995,0.675,1.0308572799490925
27.99,93,18,toys,5518,174,27,21,32.42928711385424,2,28.218601415662317,0.004893077201884741,0.105,0.8631087048485344
38.98,106,21,toys,5410,145,4,66,39.432016709340324,4,37.28947297124571,0.0007393715341959334,0.33,0.988536809753551
49.99,7,1,toys,6220,594,94,67,37.40768028360442,9,45.963349598136034,0.015112540192926046,0.335,1.336356588299605
17.99,24,5,toys,4469,91,24,151,20.50823707698989,4,18.15782488417505,0.005370328932647125,0.755,0.8772085056586684
9.98,37,5,toys,6820,63,10,95,12.74374768021939,1,11.115121229802131,0.001466275659824047,0.475,0.7831291273516638
15.99,35,5,Other,5288,516,60,142,14.509595637687703,6,15.52379095653974,0.0113464447806354,0.71,1.1020293328138688
12.98,124,25,home,7659,112,16,163,12.745351045116092,10,12.018673090690491,0.002089045567306437,0.815,1.0184105525264306
16.72,80,12,home,2679,106,30,188,13.846114620753296,2,14.968566174962298,0.011198208286674132,0.94,1.207558976504439
9.98,63,10,toys,5022,43,7,74,11.126378240408817,5,10.69460681119513,0.0013938669852648347,0.37,0.8969675292679341
14.4,65,10,toys,4372,170,24,59,13.24387079271413,2,14.91039465023423,0.0054894784995425435,0.295,1.087295415772396
27.47,109,14,home,7545,378,58,148,29.35203835269331,7,28.26937880879029,0.007687210072895957,0.74,0.9358804887729163
12.99,79,10,toys,8871,724,202,82,15.662740293140951,7,12.461612337312243,0.022770826287904406,0.41,0.8293567892259951
8.08,39,6,sports,2893,25,3,26,5.83259313175827,4,7.970494708997061,0.0010369858278603526,0.13,1.3853186425784916
9.59,34,5,toys,9248,98,26,81,10.460286955938658,2,9.677551966856434,0.0028114186851211074,0.405,0.9168008526339169
25.73,33,5,clothing,1641,47,5,186,29.89987221934278,9,28.107534448729226,0.0030469226081657527,0.93,0.8605387946559446
17.13,85,13,baby,774,29,2,72,19.886315362508473,12,17.801267424106808,0.002583979328165375,0.36,0.8613963767413175
7.49,108,22,toys,6959,217,63,83,6.453507757910816,4,7.080676129004624,0.009053024859893663,0.415,1.1606091262257545
149.95,34,5,sports,9599,902,11,67,184.2615921788813,7,157.55413760043058,0.0011459527034066049,0.335,0.8137886915382149
16.98,90,14,toys,158,11,1,36,17.30431789739909,12,17.24172101563762,0.006329113924050633,0.18,0.9812579785391115
49.5,73,11,toys,2049,27,4,82,50.32444552882819,5,47.33605908381235,0.0019521717911176184,0.41,0.9836173946843406
15.99,40,7,toys,5965,33,3,157,17.096756016649707,7,15.697541289828095,0.0005029337803855825,0.785,0.9352651452958742
14.99,128,21,toys,8073,188,55,17,15.184748399627976,9,15.071346736342463,0.006812832899789421,0.085,0.9871747364854101
19.25,61,7,home,7868,17,3,138,23.62107732868573,9,19.84663097263662,0.0003812913065582105,0.69,0.8149501283170756
37.99,132,23,toys,9376,115,2,72,27.88385039287546,9,36.12217940160678,0.00021331058020477816,0.36,1.3624373773611531
5.98,34,5,toys,4990,285,25,16,7.326416805649132,5,6.103456840382301,0.00501002004008016,0.08,0.8162243779782009
8.92,61,8,home,5739,153,13,85,8.185593791512114,8,8.981074941619502,0.0022652029970378113,0.425,1.0897193566152055
5.17,33,5,Other,4548,225,43,199,4.983761936405226,7,5.157276284424692,0.009454705364995602,0.995,1.0373689726698918
15.95,16,3,Other,3071,272,44,93,16.790565522962538,3,17.19588543304817,0.014327580592640833,0.465,0.9499382244265094
8.92,110,17,sports,5897,371,94,74,8.226348344268398,11,9.034575644802002,0.015940308631507548,0.37,1.0843207249076554
16.03,46,9,toys,7129,13,1,57,11.951464297809936,9,15.562762882460587,0.00014027212792818068,0.285,1.341258242551705
125.43,82,12,toys,6140,144,33,61,122.3576248480698,3,132.21871007615698,0.005374592833876222,0.305,1.0251097972500296
259.99,104,15,sports,2540,95,23,199,202.44233779475704,10,252.86856953635657,0.00905511811023622,0.995,1.284266931671115
9.95,49,8,toys,7740,652,13,160,7.098852939941721,6,9.708854044275578,0.0016795865633074936,0.8,1.4016348956908644
30.32,32,6,toys,1378,134,1,29,33.87552422845337,3,29.129892123920857,0.000725689404934688,0.145,0.8950414994473518
29.99,72,11,clothing,4387,26,5,76,28.53113926476265,1,28.208661913071104,0.0011397310234784591,0.38,1.051132228604664
20.17,39,7,toys,2767,155,41,99,19.45171748384959,5,21.620311539982584,0.014817491868449585,0.495,1.0369264316504077
27.5,152,27,toys,6196,388,91,124,27.515321507261202,12,25.25383795712778,0.014686894770819884,0.62,0.9994431645199146
21.84,32,4,toys,2041,134,25,126,21.572320683257143,12,21.875069805083868,0.01224889759921607,0.63,1.0124084617817966
19.99,51,7,toys,7487,32,7,156,15.573159530738838,11,18.59191171325842,0.0009349539201282223,0.78,1.28361877758608
53.99,60,8,sports,8206,440,37,175,58.93635839546257,8,56.95258409987564,0.004508895929807458,0.875,0.9160728872613314
4.58,71,9,toys,2573,47,3,188,3.7136826193599024,9,4.167628149229083,0.001165954139137194,0.94,1.233277172401291
